path,commit,exists,git_blob_sha,content_sha256,is_generation_lock_source_commit,history_first_line,history_latest_line
upgrade_v2/l2r_hold_evidence/probe_adapter.py,54d3e95ff84cbab0e9305b08378ae7190a8e6c71,True,7ddac0053c531b28893a1a2fc1a629bafb7c03f0,b388b694ae7faea4225ff595c45e21ca463060663c83e476cf8daf9309027404,False,c6cd11b9681ca3c3c3553df969830dad271e26e5	2026-09-09T01:18:49+08:00	research: investigate hold evidence for L2RA ambiguity,3d5c0b49e052499c9add6f22f147d4616f274c07	2026-09-09T12:43:30+08:00	Implement L2RA-R1.7 attempt lifecycle interface
upgrade_v2/l2r_hold_evidence/probe_adapter.py,ab342f8a5a04871b7d535c7b9190574cfce2cb94,True,7ddac0053c531b28893a1a2fc1a629bafb7c03f0,b388b694ae7faea4225ff595c45e21ca463060663c83e476cf8daf9309027404,False,c6cd11b9681ca3c3c3553df969830dad271e26e5	2026-09-09T01:18:49+08:00	research: investigate hold evidence for L2RA ambiguity,3d5c0b49e052499c9add6f22f147d4616f274c07	2026-09-09T12:43:30+08:00	Implement L2RA-R1.7 attempt lifecycle interface
upgrade_v2/visual_refine_l2/dynamic_simulator.py,f5e16da903bb7d64a26eac6163d41030a2fbcee7,True,b044e9a8e79f1d718defcf965d6a3535877a5d94,01ae494a802d5b62bda5bc077c9034608cc334ff7febe1e7279ecd33847fd70b,True,c2705b2bf95d4a8ca5756a2368848e8259ad6daf	2026-09-08T08:22:17+08:00	Implement L2R dynamic visual graph refinement pipeline,3d5c0b49e052499c9add6f22f147d4616f274c07	2026-09-09T12:43:30+08:00	Implement L2RA-R1.7 attempt lifecycle interface
upgrade_v2/visual_refine_l2/dynamic_simulator.py,668e581b0de9e60373f64107aa15b7e3b8c92b3a,True,b044e9a8e79f1d718defcf965d6a3535877a5d94,01ae494a802d5b62bda5bc077c9034608cc334ff7febe1e7279ecd33847fd70b,False,c2705b2bf95d4a8ca5756a2368848e8259ad6daf	2026-09-08T08:22:17+08:00	Implement L2R dynamic visual graph refinement pipeline,3d5c0b49e052499c9add6f22f147d4616f274c07	2026-09-09T12:43:30+08:00	Implement L2RA-R1.7 attempt lifecycle interface
upgrade_v2/visual_refine_l2/dynamic_simulator.py,54d3e95ff84cbab0e9305b08378ae7190a8e6c71,True,b044e9a8e79f1d718defcf965d6a3535877a5d94,01ae494a802d5b62bda5bc077c9034608cc334ff7febe1e7279ecd33847fd70b,False,c2705b2bf95d4a8ca5756a2368848e8259ad6daf	2026-09-08T08:22:17+08:00	Implement L2R dynamic visual graph refinement pipeline,3d5c0b49e052499c9add6f22f147d4616f274c07	2026-09-09T12:43:30+08:00	Implement L2RA-R1.7 attempt lifecycle interface
upgrade_v2/visual_refine_l2/dynamic_simulator.py,ab342f8a5a04871b7d535c7b9190574cfce2cb94,True,b044e9a8e79f1d718defcf965d6a3535877a5d94,01ae494a802d5b62bda5bc077c9034608cc334ff7febe1e7279ecd33847fd70b,False,c2705b2bf95d4a8ca5756a2368848e8259ad6daf	2026-09-08T08:22:17+08:00	Implement L2R dynamic visual graph refinement pipeline,3d5c0b49e052499c9add6f22f147d4616f274c07	2026-09-09T12:43:30+08:00	Implement L2RA-R1.7 attempt lifecycle interface
upgrade_v2/visual_refine_l2/repaired_simulator.py,f5e16da903bb7d64a26eac6163d41030a2fbcee7,False,,,True,236cdf7e1203b15c2565a4715b238e8f64a3a992	2026-09-10T01:54:56+08:00	research: separate L2RAR2 online hold states,668e581b0de9e60373f64107aa15b7e3b8c92b3a	2026-09-10T02:33:03+08:00	research: complete L2RAR2 repair validation
upgrade_v2/visual_refine_l2/repaired_simulator.py,668e581b0de9e60373f64107aa15b7e3b8c92b3a,True,fed3b80456a9c21b167dbed83d65915ea818cf9d,bd1fa3538661cc6fe08eb07df88223f54cf6c4729d4973fb34b31183d3f4ab53,False,236cdf7e1203b15c2565a4715b238e8f64a3a992	2026-09-10T01:54:56+08:00	research: separate L2RAR2 online hold states,668e581b0de9e60373f64107aa15b7e3b8c92b3a	2026-09-10T02:33:03+08:00	research: complete L2RAR2 repair validation
upgrade_v2/visual_refine_l2/repaired_simulator.py,54d3e95ff84cbab0e9305b08378ae7190a8e6c71,True,fed3b80456a9c21b167dbed83d65915ea818cf9d,bd1fa3538661cc6fe08eb07df88223f54cf6c4729d4973fb34b31183d3f4ab53,False,236cdf7e1203b15c2565a4715b238e8f64a3a992	2026-09-10T01:54:56+08:00	research: separate L2RAR2 online hold states,668e581b0de9e60373f64107aa15b7e3b8c92b3a	2026-09-10T02:33:03+08:00	research: complete L2RAR2 repair validation
upgrade_v2/visual_refine_l2/repaired_simulator.py,ab342f8a5a04871b7d535c7b9190574cfce2cb94,True,fed3b80456a9c21b167dbed83d65915ea818cf9d,bd1fa3538661cc6fe08eb07df88223f54cf6c4729d4973fb34b31183d3f4ab53,False,236cdf7e1203b15c2565a4715b238e8f64a3a992	2026-09-10T01:54:56+08:00	research: separate L2RAR2 online hold states,668e581b0de9e60373f64107aa15b7e3b8c92b3a	2026-09-10T02:33:03+08:00	research: complete L2RAR2 repair validation
upgrade_v2/visual_refine_l2/renderer.py,f5e16da903bb7d64a26eac6163d41030a2fbcee7,True,a026c3723b469b1eaf1ce8fc34a9c210e625de45,bef1ad3464e293b11a037be72becb976bf3345dfcded533ab8b32fd107c03ee3,True,c2705b2bf95d4a8ca5756a2368848e8259ad6daf	2026-09-08T08:22:17+08:00	Implement L2R dynamic visual graph refinement pipeline,c2705b2bf95d4a8ca5756a2368848e8259ad6daf	2026-09-08T08:22:17+08:00	Implement L2R dynamic visual graph refinement pipeline
upgrade_v2/visual_refine_l2/renderer.py,668e581b0de9e60373f64107aa15b7e3b8c92b3a,True,a026c3723b469b1eaf1ce8fc34a9c210e625de45,bef1ad3464e293b11a037be72becb976bf3345dfcded533ab8b32fd107c03ee3,False,c2705b2bf95d4a8ca5756a2368848e8259ad6daf	2026-09-08T08:22:17+08:00	Implement L2R dynamic visual graph refinement pipeline,c2705b2bf95d4a8ca5756a2368848e8259ad6daf	2026-09-08T08:22:17+08:00	Implement L2R dynamic visual graph refinement pipeline
upgrade_v2/visual_refine_l2/renderer.py,54d3e95ff84cbab0e9305b08378ae7190a8e6c71,True,a026c3723b469b1eaf1ce8fc34a9c210e625de45,bef1ad3464e293b11a037be72becb976bf3345dfcded533ab8b32fd107c03ee3,False,c2705b2bf95d4a8ca5756a2368848e8259ad6daf	2026-09-08T08:22:17+08:00	Implement L2R dynamic visual graph refinement pipeline,c2705b2bf95d4a8ca5756a2368848e8259ad6daf	2026-09-08T08:22:17+08:00	Implement L2R dynamic visual graph refinement pipeline
upgrade_v2/visual_refine_l2/renderer.py,ab342f8a5a04871b7d535c7b9190574cfce2cb94,True,a026c3723b469b1eaf1ce8fc34a9c210e625de45,bef1ad3464e293b11a037be72becb976bf3345dfcded533ab8b32fd107c03ee3,False,c2705b2bf95d4a8ca5756a2368848e8259ad6daf	2026-09-08T08:22:17+08:00	Implement L2R dynamic visual graph refinement pipeline,c2705b2bf95d4a8ca5756a2368848e8259ad6daf	2026-09-08T08:22:17+08:00	Implement L2R dynamic visual graph refinement pipeline
upgrade_v2/visual_refine_l2/vision.py,f5e16da903bb7d64a26eac6163d41030a2fbcee7,True,efe789eb3fe7f3b5d851ccd317aa40ca20bdead5,d1c5fcf2b17682f5dc15da9f15d1945df71dba3bab779baa8d6c1067e043f9ec,True,c2705b2bf95d4a8ca5756a2368848e8259ad6daf	2026-09-08T08:22:17+08:00	Implement L2R dynamic visual graph refinement pipeline,75bca93877e3de02c398bc72447681d8ea7ea8aa	2026-09-08T11:05:20+08:00	Refine L1V single-view coarse graph with dynamic visual evidence
upgrade_v2/visual_refine_l2/vision.py,668e581b0de9e60373f64107aa15b7e3b8c92b3a,True,efe789eb3fe7f3b5d851ccd317aa40ca20bdead5,d1c5fcf2b17682f5dc15da9f15d1945df71dba3bab779baa8d6c1067e043f9ec,False,c2705b2bf95d4a8ca5756a2368848e8259ad6daf	2026-09-08T08:22:17+08:00	Implement L2R dynamic visual graph refinement pipeline,75bca93877e3de02c398bc72447681d8ea7ea8aa	2026-09-08T11:05:20+08:00	Refine L1V single-view coarse graph with dynamic visual evidence
upgrade_v2/visual_refine_l2/vision.py,54d3e95ff84cbab0e9305b08378ae7190a8e6c71,True,efe789eb3fe7f3b5d851ccd317aa40ca20bdead5,d1c5fcf2b17682f5dc15da9f15d1945df71dba3bab779baa8d6c1067e043f9ec,False,c2705b2bf95d4a8ca5756a2368848e8259ad6daf	2026-09-08T08:22:17+08:00	Implement L2R dynamic visual graph refinement pipeline,75bca93877e3de02c398bc72447681d8ea7ea8aa	2026-09-08T11:05:20+08:00	Refine L1V single-view coarse graph with dynamic visual evidence
upgrade_v2/visual_refine_l2/vision.py,ab342f8a5a04871b7d535c7b9190574cfce2cb94,True,efe789eb3fe7f3b5d851ccd317aa40ca20bdead5,d1c5fcf2b17682f5dc15da9f15d1945df71dba3bab779baa8d6c1067e043f9ec,False,c2705b2bf95d4a8ca5756a2368848e8259ad6daf	2026-09-08T08:22:17+08:00	Implement L2R dynamic visual graph refinement pipeline,75bca93877e3de02c398bc72447681d8ea7ea8aa	2026-09-08T11:05:20+08:00	Refine L1V single-view coarse graph with dynamic visual evidence
